filename, x_spacing, y_spacing, z_spacing
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0001-ROI-annotator-1-Nodule_001.hdr, 0.703125, 0.703125, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0001-ROI-annotator-2-IL057_127364.hdr, 0.703125, 0.703125, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0001-ROI-annotator-3-MI014_12127.hdr, 0.703125, 0.703125, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0001-ROI-annotator-4-0.hdr, 0.703125, 0.703125, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0003-ROI-annotator-1-Nodule_001.hdr, 0.820312, 0.820312, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0003-ROI-annotator-1-Nodule_002.hdr, 0.820312, 0.820312, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0003-ROI-annotator-1-Nodule_003.hdr, 0.820312, 0.820312, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0003-ROI-annotator-2-IL057_130591.hdr, 0.820312, 0.820312, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0003-ROI-annotator-2-IL057_130598.hdr, 0.820312, 0.820312, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0003-ROI-annotator-2-IL057_130602.hdr, 0.820312, 0.820312, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0003-ROI-annotator-3-MI014_16588.hdr, 0.820312, 0.820312, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0003-ROI-annotator-3-MI014_16595.hdr, 0.820312, 0.820312, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0003-ROI-annotator-3-MI014_16599.hdr, 0.820312, 0.820312, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0003-ROI-annotator-4-0.hdr, 0.820312, 0.820312, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0003-ROI-annotator-4-12.hdr, 0.820312, 0.820312, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0003-ROI-annotator-4-8.hdr, 0.820312, 0.820312, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0003-ROI-annotator-4-9.hdr, 0.820312, 0.820312, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0004-ROI-annotator-1-Nodule_001.hdr, 0.822266, 0.822266, 1.25
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0004-ROI-annotator-2-IL057_132683.hdr, 0.822266, 0.822266, 1.25
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0004-ROI-annotator-3-MI014_16178.hdr, 0.822266, 0.822266, 1.25
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0004-ROI-annotator-4-0.hdr, 0.822266, 0.822266, 1.25
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0005-ROI-annotator-1-Nodule_001.hdr, 0.664062, 0.664062, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0005-ROI-annotator-1-Nodule_002.hdr, 0.664062, 0.664062, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0005-ROI-annotator-1-Nodule_004.hdr, 0.664062, 0.664062, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0005-ROI-annotator-2-IL057_123066.hdr, 0.664062, 0.664062, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0005-ROI-annotator-2-IL057_123070.hdr, 0.664062, 0.664062, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0005-ROI-annotator-3-MI014_11887.hdr, 0.664062, 0.664062, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0005-ROI-annotator-3-MI014_11888.hdr, 0.664062, 0.664062, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0005-ROI-annotator-4-0.hdr, 0.664062, 0.664062, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0005-ROI-annotator-4-3.hdr, 0.664062, 0.664062, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0006-ROI-annotator-1-Nodule_003.hdr, 0.625, 0.625, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0006-ROI-annotator-1-Nodule_005.hdr, 0.625, 0.625, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0006-ROI-annotator-2-IL057_127062.hdr, 0.625, 0.625, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0006-ROI-annotator-2-IL057_127072.hdr, 0.625, 0.625, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0006-ROI-annotator-3-MI014_16317.hdr, 0.625, 0.625, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0006-ROI-annotator-3-MI014_16363.hdr, 0.625, 0.625, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0006-ROI-annotator-4-17.hdr, 0.625, 0.625, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0006-ROI-annotator-4-9.hdr, 0.625, 0.625, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0007-ROI-annotator-1-Nodule_001.hdr, 0.78125, 0.78125, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0007-ROI-annotator-2-IL057_159745.hdr, 0.78125, 0.78125, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0007-ROI-annotator-2-IL057_159747.hdr, 0.78125, 0.78125, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0007-ROI-annotator-3-MI014_19564.hdr, 0.78125, 0.78125, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0007-ROI-annotator-4-0.hdr, 0.78125, 0.78125, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0008-ROI-annotator-1-Nodule_001.hdr, 0.78125, 0.78125, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0008-ROI-annotator-1-Nodule_002.hdr, 0.78125, 0.78125, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0008-ROI-annotator-2-IL057_123088.hdr, 0.78125, 0.78125, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0008-ROI-annotator-2-IL057_128326.hdr, 0.78125, 0.78125, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0008-ROI-annotator-3-MI014_11909.hdr, 0.78125, 0.78125, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0008-ROI-annotator-4-0.hdr, 0.78125, 0.78125, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0008-ROI-annotator-4-3.hdr, 0.78125, 0.78125, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0009-ROI-annotator-1-Nodule_001.hdr, 0.78125, 0.78125, 1.25
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0009-ROI-annotator-1-Nodule_002.hdr, 0.78125, 0.78125, 1.25
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0010-ROI-annotator-1-Nodule_001.hdr, 0.878906, 0.878906, 1.25
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0010-ROI-annotator-2-IL057_122791.hdr, 0.878906, 0.878906, 1.25
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0010-ROI-annotator-3-MI014_17415.hdr, 0.878906, 0.878906, 1.25
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0010-ROI-annotator-3-MI014_17417.hdr, 0.878906, 0.878906, 1.25
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0010-ROI-annotator-4-0.hdr, 0.878906, 0.878906, 1.25
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0010-ROI-annotator-4-3.hdr, 0.878906, 0.878906, 1.25
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0010-ROI-annotator-4-4.hdr, 0.878906, 0.878906, 1.25
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0011-ROI-annotator-1-Nodule_001.hdr, 0.742188, 0.742188, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0011-ROI-annotator-1-Nodule_002.hdr, 0.742188, 0.742188, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0011-ROI-annotator-1-Nodule_004.hdr, 0.742188, 0.742188, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0011-ROI-annotator-1-Nodule_005.hdr, 0.742188, 0.742188, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0011-ROI-annotator-1-Nodule_007.hdr, 0.742188, 0.742188, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0011-ROI-annotator-2-IL057_127140.hdr, 0.742188, 0.742188, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0011-ROI-annotator-2-IL057_127146.hdr, 0.742188, 0.742188, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0011-ROI-annotator-2-IL057_162110.hdr, 0.742188, 0.742188, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0011-ROI-annotator-3-MI014_17614.hdr, 0.742188, 0.742188, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0011-ROI-annotator-3-MI014_17664.hdr, 0.742188, 0.742188, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0011-ROI-annotator-3-MI014_17665.hdr, 0.742188, 0.742188, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0011-ROI-annotator-3-MI014_17666.hdr, 0.742188, 0.742188, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0011-ROI-annotator-3-MI014_17667.hdr, 0.742188, 0.742188, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0011-ROI-annotator-3-MI014_17668.hdr, 0.742188, 0.742188, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0011-ROI-annotator-4-0.hdr, 0.742188, 0.742188, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0011-ROI-annotator-4-10.hdr, 0.742188, 0.742188, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0011-ROI-annotator-4-21.hdr, 0.742188, 0.742188, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0011-ROI-annotator-4-23.hdr, 0.742188, 0.742188, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0011-ROI-annotator-4-25.hdr, 0.742188, 0.742188, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0011-ROI-annotator-4-2.hdr, 0.742188, 0.742188, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0011-ROI-annotator-4-3.hdr, 0.742188, 0.742188, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0011-ROI-annotator-4-7.hdr, 0.742188, 0.742188, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0011-ROI-annotator-4-9.hdr, 0.742188, 0.742188, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0012-ROI-annotator-1-Nodule_001.hdr, 0.742188, 0.742188, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0012-ROI-annotator-1-Nodule_002.hdr, 0.742188, 0.742188, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0012-ROI-annotator-1-Nodule_003.hdr, 0.742188, 0.742188, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0012-ROI-annotator-1-Nodule_006.hdr, 0.742188, 0.742188, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0012-ROI-annotator-1-Nodule_013.hdr, 0.742188, 0.742188, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0012-ROI-annotator-2-IL057_127233.hdr, 0.742188, 0.742188, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0012-ROI-annotator-2-IL057_127237.hdr, 0.742188, 0.742188, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0012-ROI-annotator-2-IL057_127241.hdr, 0.742188, 0.742188, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0012-ROI-annotator-2-IL057_127245.hdr, 0.742188, 0.742188, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0012-ROI-annotator-2-IL057_127247.hdr, 0.742188, 0.742188, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0012-ROI-annotator-2-IL057_127251.hdr, 0.742188, 0.742188, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0012-ROI-annotator-2-IL057_127254.hdr, 0.742188, 0.742188, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0012-ROI-annotator-2-IL057_127257.hdr, 0.742188, 0.742188, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0012-ROI-annotator-2-IL057_128834.hdr, 0.742188, 0.742188, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0012-ROI-annotator-2-IL057_128835.hdr, 0.742188, 0.742188, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0012-ROI-annotator-3-MI014_17707.hdr, 0.742188, 0.742188, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0012-ROI-annotator-3-MI014_17711.hdr, 0.742188, 0.742188, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0012-ROI-annotator-3-MI014_17715.hdr, 0.742188, 0.742188, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0012-ROI-annotator-3-MI014_17719.hdr, 0.742188, 0.742188, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0012-ROI-annotator-3-MI014_17723.hdr, 0.742188, 0.742188, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0012-ROI-annotator-3-MI014_17728.hdr, 0.742188, 0.742188, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0012-ROI-annotator-3-MI014_17756.hdr, 0.742188, 0.742188, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0012-ROI-annotator-3-MI014_17757.hdr, 0.742188, 0.742188, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0012-ROI-annotator-3-MI014_17758.hdr, 0.742188, 0.742188, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0012-ROI-annotator-4-0.hdr, 0.742188, 0.742188, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0012-ROI-annotator-4-10.hdr, 0.742188, 0.742188, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0012-ROI-annotator-4-13.hdr, 0.742188, 0.742188, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0012-ROI-annotator-4-14.hdr, 0.742188, 0.742188, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0012-ROI-annotator-4-15.hdr, 0.742188, 0.742188, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0012-ROI-annotator-4-16.hdr, 0.742188, 0.742188, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0012-ROI-annotator-4-17.hdr, 0.742188, 0.742188, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0012-ROI-annotator-4-18.hdr, 0.742188, 0.742188, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0012-ROI-annotator-4-3.hdr, 0.742188, 0.742188, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0012-ROI-annotator-4-4.hdr, 0.742188, 0.742188, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0012-ROI-annotator-4-7.hdr, 0.742188, 0.742188, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0012-ROI-annotator-4-9.hdr, 0.742188, 0.742188, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0013-ROI-annotator-1-Nodule_005.hdr, 0.585938, 0.585938, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0013-ROI-annotator-1-Nodule_006.hdr, 0.585938, 0.585938, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0013-ROI-annotator-2-IL057_123131.hdr, 0.585938, 0.585938, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0013-ROI-annotator-2-IL057_123135.hdr, 0.585938, 0.585938, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0013-ROI-annotator-3-MI014_11941.hdr, 0.585938, 0.585938, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0013-ROI-annotator-3-MI014_11946.hdr, 0.585938, 0.585938, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0013-ROI-annotator-3-MI014_12031.hdr, 0.585938, 0.585938, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0013-ROI-annotator-4-0.hdr, 0.585938, 0.585938, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0013-ROI-annotator-4-18.hdr, 0.585938, 0.585938, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0013-ROI-annotator-4-9.hdr, 0.585938, 0.585938, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0014-ROI-annotator-1-Nodule_001.hdr, 0.664062, 0.664062, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0014-ROI-annotator-2-IL057_127283.hdr, 0.664062, 0.664062, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0014-ROI-annotator-3-MI014_18157.hdr, 0.664062, 0.664062, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0014-ROI-annotator-4-0.hdr, 0.664062, 0.664062, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0015-ROI-annotator-1-Nodule_001.hdr, 0.693359, 0.693359, 1.25
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0015-ROI-annotator-2-IL057_130584.hdr, 0.693359, 0.693359, 1.25
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0015-ROI-annotator-3-MI014_16581.hdr, 0.693359, 0.693359, 1.25
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0015-ROI-annotator-4-0.hdr, 0.693359, 0.693359, 1.25
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0016-ROI-annotator-1-Nodule_001.hdr, 0.585938, 0.585938, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0016-ROI-annotator-1-Nodule_002.hdr, 0.585938, 0.585938, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0016-ROI-annotator-1-Nodule_004.hdr, 0.585938, 0.585938, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0016-ROI-annotator-1-Nodule_006.hdr, 0.585938, 0.585938, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0016-ROI-annotator-1-Nodule_011.hdr, 0.585938, 0.585938, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0016-ROI-annotator-2-IL057_127692.hdr, 0.585938, 0.585938, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0016-ROI-annotator-2-IL057_127697.hdr, 0.585938, 0.585938, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0016-ROI-annotator-2-IL057_127701.hdr, 0.585938, 0.585938, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0016-ROI-annotator-2-IL057_127704.hdr, 0.585938, 0.585938, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0016-ROI-annotator-2-IL057_127707.hdr, 0.585938, 0.585938, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0016-ROI-annotator-3-MI014_17989.hdr, 0.585938, 0.585938, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0016-ROI-annotator-3-MI014_17994.hdr, 0.585938, 0.585938, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0016-ROI-annotator-3-MI014_17998.hdr, 0.585938, 0.585938, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0016-ROI-annotator-3-MI014_18002.hdr, 0.585938, 0.585938, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0016-ROI-annotator-3-MI014_18005.hdr, 0.585938, 0.585938, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0016-ROI-annotator-3-MI014_18008.hdr, 0.585938, 0.585938, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0016-ROI-annotator-4-0.hdr, 0.585938, 0.585938, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0016-ROI-annotator-4-10.hdr, 0.585938, 0.585938, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0016-ROI-annotator-4-13.hdr, 0.585938, 0.585938, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0016-ROI-annotator-4-8.hdr, 0.585938, 0.585938, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0016-ROI-annotator-4-9.hdr, 0.585938, 0.585938, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0017-ROI-annotator-1-Nodule_001.hdr, 0.728516, 0.728516, 1.25
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0017-ROI-annotator-2-IL057_130635.hdr, 0.728516, 0.728516, 1.25
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0017-ROI-annotator-3-MI014_18053.hdr, 0.728516, 0.728516, 1.25
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0017-ROI-annotator-4-0.hdr, 0.728516, 0.728516, 1.25
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0018-ROI-annotator-1-Nodule_001.hdr, 0.664062, 0.664062, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0018-ROI-annotator-1-Nodule_002.hdr, 0.664062, 0.664062, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0018-ROI-annotator-1-Nodule_003.hdr, 0.664062, 0.664062, 2.5
/media/mario/DATAPART1/LIDC_ROI_only/ALL_ROIS/LIDC-IDRI-0018-ROI-annotator-1-Nodule_004.hdr, 0.664062, 0.664062, 2.5
