file /media/mario/DATAPART1/LIDC_resample/LIDC_resampled_ROI/0002-1-Nodule_001-ROI.hdrspacing, 0.681641, 0.681641, 0.681641
file /media/mario/DATAPART1/LIDC_resample/LIDC_resampled_ROI/0002-1-Nodule_002-ROI.hdrspacing, 0.681641, 0.681641, 0.681641
file /media/mario/DATAPART1/LIDC_resample/LIDC_resampled_ROI/0002-1-Nodule_003-ROI.hdrspacing, 0.681641, 0.681641, 0.681641
file /media/mario/DATAPART1/LIDC_resample/LIDC_resampled_ROI/0002-1-Nodule_004-ROI.hdrspacing, 0.681641, 0.681641, 0.681641
file /media/mario/DATAPART1/LIDC_resample/LIDC_resampled_ROI/0002-1-Nodule_005-ROI.hdrspacing, 0.681641, 0.681641, 0.681641
file /media/mario/DATAPART1/LIDC_resample/LIDC_resampled_ROI/0002-1-Nodule_006-ROI.hdrspacing, 0.681641, 0.681641, 0.681641
file /media/mario/DATAPART1/LIDC_resample/LIDC_resampled_ROI/0002-1-Nodule_007-ROI.hdrspacing, 0.681641, 0.681641, 0.681641
file /media/mario/DATAPART1/LIDC_resample/LIDC_resampled_ROI/0002-2-IL057_122885-ROI.hdrspacing, 0.681641, 0.681641, 0.681641
file /media/mario/DATAPART1/LIDC_resample/LIDC_resampled_ROI/0002-3-MI014_11691-ROI.hdrspacing, 0.681641, 0.681641, 0.681641
file /media/mario/DATAPART1/LIDC_resample/LIDC_resampled_ROI/0002-3-MI014_11695-ROI.hdrspacing, 0.681641, 0.681641, 0.681641
file /media/mario/DATAPART1/LIDC_resample/LIDC_resampled_ROI/0002-3-MI014_11702-ROI.hdrspacing, 0.681641, 0.681641, 0.681641
file /media/mario/DATAPART1/LIDC_resample/LIDC_resampled_ROI/0002-3-MI014_11705-ROI.hdrspacing, 0.681641, 0.681641, 0.681641
file /media/mario/DATAPART1/LIDC_resample/LIDC_resampled_ROI/0002-3-MI014_11706-ROI.hdrspacing, 0.681641, 0.681641, 0.681641
file /media/mario/DATAPART1/LIDC_resample/LIDC_resampled_ROI/0002-3-MI014_11707-ROI.hdrspacing, 0.681641, 0.681641, 0.681641
file /media/mario/DATAPART1/LIDC_resample/LIDC_resampled_ROI/0002-3-MI014_11708-ROI.hdrspacing, 0.681641, 0.681641, 0.681641
file /media/mario/DATAPART1/LIDC_resample/LIDC_resampled_ROI/0002-3-MI014_11709-ROI.hdrspacing, 0.681641, 0.681641, 0.681641
file /media/mario/DATAPART1/LIDC_resample/LIDC_resampled_ROI/0002-3-MI014_11710-ROI.hdrspacing, 0.681641, 0.681641, 0.681641
file /media/mario/DATAPART1/LIDC_resample/LIDC_resampled_ROI/0002-3-MI014_11711-ROI.hdrspacing, 0.681641, 0.681641, 0.681641
file /media/mario/DATAPART1/LIDC_resample/LIDC_resampled_ROI/0002-3-MI014_11712-ROI.hdrspacing, 0.681641, 0.681641, 0.681641
file /media/mario/DATAPART1/LIDC_resample/LIDC_resampled_ROI/0002-3-MI014_11713-ROI.hdrspacing, 0.681641, 0.681641, 0.681641
file /media/mario/DATAPART1/LIDC_resample/LIDC_resampled_ROI/0002-4-0-ROI.hdrspacing, 0.681641, 0.681641, 0.681641
file /media/mario/DATAPART1/LIDC_resample/LIDC_resampled_ROI/0002-4-2-ROI.hdrspacing, 0.681641, 0.681641, 0.681641
file /media/mario/DATAPART1/LIDC_resample/LIDC_resampled_ROI/0002-4-3-ROI.hdrspacing, 0.681641, 0.681641, 0.681641
file /media/mario/DATAPART1/LIDC_resample/LIDC_resampled_ROI/0002-4-5-ROI.hdrspacing, 0.681641, 0.681641, 0.681641
file /media/mario/DATAPART1/LIDC_resample/LIDC_resampled_ROI/0002-4-6-ROI.hdrspacing, 0.681641, 0.681641, 0.681641
file /media/mario/DATAPART1/LIDC_resample/LIDC_resampled_ROI/0002-4-7-ROI.hdrspacing, 0.681641, 0.681641, 0.681641
file /media/mario/DATAPART1/LIDC_resample/LIDC_resampled_ROI/0002-4-8-ROI.hdrspacing, 0.681641, 0.681641, 0.681641
file /media/mario/DATAPART1/LIDC_resample/LIDC_resampled_ROI/0002-4-9-ROI.hdrspacing, 0.681641, 0.681641, 0.681641
file /media/mario/DATAPART1/LIDC_resample/LIDC_resampled_ROI/0003-1-Nodule_001-ROI.hdrspacing, 0.820312, 0.820312, 0.820312
file /media/mario/DATAPART1/LIDC_resample/LIDC_resampled_ROI/0003-1-Nodule_002-ROI.hdrspacing, 0.820312, 0.820312, 0.820312
file /media/mario/DATAPART1/LIDC_resample/LIDC_resampled_ROI/0003-1-Nodule_003-ROI.hdrspacing, 0.820312, 0.820312, 0.820312
file /media/mario/DATAPART1/LIDC_resample/LIDC_resampled_ROI/0003-2-IL057_130591-ROI.hdrspacing, 0.820312, 0.820312, 0.820312
file /media/mario/DATAPART1/LIDC_resample/LIDC_resampled_ROI/0003-2-IL057_130598-ROI.hdrspacing, 0.820312, 0.820312, 0.820312
file /media/mario/DATAPART1/LIDC_resample/LIDC_resampled_ROI/0003-2-IL057_130602-ROI.hdrspacing, 0.820312, 0.820312, 0.820312
file /media/mario/DATAPART1/LIDC_resample/LIDC_resampled_ROI/0003-3-MI014_16588-ROI.hdrspacing, 0.820312, 0.820312, 0.820312
file /media/mario/DATAPART1/LIDC_resample/LIDC_resampled_ROI/0003-3-MI014_16595-ROI.hdrspacing, 0.820312, 0.820312, 0.820312
file /media/mario/DATAPART1/LIDC_resample/LIDC_resampled_ROI/0003-3-MI014_16599-ROI.hdrspacing, 0.820312, 0.820312, 0.820312
file /media/mario/DATAPART1/LIDC_resample/LIDC_resampled_ROI/0003-4-0-ROI.hdrspacing, 0.820312, 0.820312, 0.820312
file /media/mario/DATAPART1/LIDC_resample/LIDC_resampled_ROI/0003-4-12-ROI.hdrspacing, 0.820312, 0.820312, 0.820312
file /media/mario/DATAPART1/LIDC_resample/LIDC_resampled_ROI/0003-4-8-ROI.hdrspacing, 0.820312, 0.820312, 0.820312
file /media/mario/DATAPART1/LIDC_resample/LIDC_resampled_ROI/0003-4-9-ROI.hdrspacing, 0.820312, 0.820312, 0.820312
file /media/mario/DATAPART1/LIDC_resample/LIDC_resampled_ROI/0004-1-Nodule_001-ROI.hdrspacing, 0.822266, 0.822266, 0.822266
file /media/mario/DATAPART1/LIDC_resample/LIDC_resampled_ROI/0004-1-Nodule_002-ROI.hdrspacing, 0.822266, 0.822266, 0.822266
